,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69,pca70,pca71,pca72,pca73,pca74,pca75,pca76,pca77,pca78,pca79,pca80,pca81,pca82,pca83,pca84,pca85,pca86,pca87,pca88,pca89,pca90,pca91,pca92,pca93,pca94,pca95,pca96,pca97,pca98,pca99,pca100,metallic_fraction,electroneg_diff,avg_electroneg,bandgap,material_id,density,formation_energy_per_atom,volume,space_group,crystal_system,energy_above_hull,is_metal,is_magnetic,total_magnetization,num_elements,composition,dielectric_total,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,bulk_modulus,shear_modulus_voigt,shear_modulus_reuss,shear_modulus_vrh,shear_modulus,universal_anisotropy,dielectric_ionic,dielectric_electronic,bandgap
8023,3.6724300833343095,-8.814938280167993,0.8865899548410853,-0.1649041613789027,0.6758249638313342,-4.97920233864502,2.613573026092044,-2.110513604525932,0.7918541456585722,0.4578381032442558,-0.3323046137141821,3.3258746124919307,0.4247961467695992,3.213675483315936,1.0012542674693323,0.4472977551442248,-0.1111149730277408,-0.652819166200395,-2.8903142879975023,-0.5222622269521635,0.3249813064281904,-0.4828910798063605,0.0570731356767616,-0.2815480853713986,0.9095601702938824,-0.5197311894343829,0.0258038048863337,-0.3143761699555895,-1.5096770110338222,-2.1986200384079555,0.0586533237712244,0.993990822457578,-0.5518419373796066,-0.6330021450950819,-1.0571859828967054,-1.79821724085435,-0.7358543816048471,0.5171887572282895,0.5314635491501801,-0.2225387432101838,0.537090381522065,1.2668122878741996,1.1497562923747564,-1.199627801842882,0.1709428319394899,0.1481480777822503,0.6597525207264143,0.7655904171320879,0.752550986647192,-0.1200054235976236,0.3896040542609547,-0.541172544474621,0.2788426260289868,-0.2101419020761241,-0.4853978211798452,0.1609943477537259,-0.0018816946404687,-0.4419866601767378,-0.6476370291153832,0.3666125459543444,0.4997006966834883,0.3645079148672342,-0.8662083263034126,0.0864800264837871,0.7600798837081765,0.1164234222054564,1.2825245827464702,0.1599154185449538,-1.3070929544178984,0.2481113939355802,1.0601322588906608,-0.3225404496818796,-0.4437433892276626,0.641068771546537,-0.737149623283057,-0.3804845752754379,0.050399920806737,1.088599213097332,-0.8391304937662037,-0.5689890255582128,0.1840335393636037,-0.6431824481780999,0.3024646369860932,-0.5611901771243977,0.7813019750849275,-0.1852774737912566,0.5268980827928879,0.047010610357685,-0.3765603808960992,-0.4963088711740532,-0.1581203430392903,0.4475167753997747,1.1487969838083976,-0.4108294222433757,-0.0760927585597393,-0.4472954080601408,-0.6852955823580108,0.7557496630643387,0.2904635123548676,-0.2642127926274369,0.25,1.36,2.44875,1.4630000000000003,mp-1217396,5.920139767130989,-1.249487726249999,336.77430222239667,Amm2,Orthorhombic,0.058472668437502,False,False,3.4800000000000006e-05,3.0,Th1 Pb1 I6,,,,,,,,,,,,,1.4630000000000003
9441,22.4503300858136,-5.1164828767659065,-8.633897731172794,-0.0120256994783231,1.2503744185880616,0.6856274378734895,-1.604190060041694,-1.2283435229820092,-1.2833920405846653,-0.0848753987495726,1.127563517445518,1.785047474924312,0.9866247281422844,1.587889665803896,-1.4873676074299365,1.9035422529232235,0.2268376858732148,0.3080685485337493,-0.4609056515031391,-0.7432884659309246,0.0853937193585282,0.5196256733435474,0.3789801175721835,-0.1313011676870653,-0.4980371387124561,-0.712630049747809,0.0392786981539296,-0.0355114856161545,0.8909631966479898,0.4746952640580684,0.0337304664064375,-0.3889990030096228,-0.6534125525352297,0.0508440367453142,-0.4599964389405809,-0.5530281186301261,-0.1478159846660274,-0.1622309989865687,-0.2121666497971269,0.1686492719648606,-0.0802493995598298,0.2716069716598996,-0.7933449475360795,-0.8926029955663982,-0.4444887762031537,0.4241813172470457,0.4061185669569208,0.2130342011295231,0.5417039815007141,-0.0022483408014271,-0.0825514614025423,0.3352696596465147,-0.1149014365103154,0.5539118520147527,-0.1175893214357513,0.5437160181650786,-0.4366220053783345,0.3534973959705674,0.2437322098168273,0.2089658649355223,-0.1528675666407055,-0.0284506429202203,0.1612714569957121,-0.2512418113997349,0.6591722389863502,-0.3703425646248203,0.4877315658638619,0.257164210664871,-0.6203984560188426,0.4062283149170966,0.0670688043079431,-0.0213215440946324,-0.2918903680780407,-0.0954426199547053,-0.3071030529083393,-0.5914122170060285,0.0354828670591596,-0.3577300017049855,0.3228966592235817,-0.1067072560399075,-0.0634514239811963,-0.2933258582918572,-0.4681518603604669,-0.0418770511397125,-0.0039725168304485,-0.0520437960556525,-0.3837728593262773,-0.0531873388463948,0.2993961196759,-0.1252068762870785,0.2823318033110136,0.4057672813260778,-0.0032404187529711,0.0159023215096888,-0.170078404451635,-0.4207197102119142,-0.1085301996301461,0.4462784565313425,-0.5052868472042883,-0.5761830763174878,0.3333333333333333,0.9700000000000002,2.336666666666667,2.4398,mp-571593,5.245860200352309,-0.8268508442777761,1391.0912470684602,P3m1,Trigonal,0.000232714166666,False,False,0.0,2.0,Cd12 I24,,,,,,,,,,,,,2.4398
9965,22.667995231596592,-5.069223440458576,-8.54217831834541,-0.0007609622634631,1.3274068020461811,0.7462741075571493,-1.5462467560268058,-1.3610604960004349,-1.3500660443249606,-0.1736815966210279,1.2250850602532055,1.805069768424013,1.029212959696302,1.5901854840357206,-1.5437145743970797,1.9396548540262384,0.3016260664346936,0.2493391775880899,-0.3452300687468668,-0.7523961120212622,0.0937074253122738,0.4850462022880181,0.3578889035641533,-0.1370723746678027,-0.5232460274853168,-0.699945318806341,-0.0360824642143232,-0.0270235243500379,0.8829102833922464,0.3964798240137241,0.0580901723777134,-0.3832777253357582,-0.7040738026531796,0.0701934886785762,-0.4642095895119856,-0.4854940404314871,-0.1358389946540405,-0.2344574715362803,-0.1748712734255966,0.1735345644513407,-0.1520030340426204,0.2714564858307676,-0.8401223798117707,-0.9036043467954736,-0.4601262030214105,0.4215393580946016,0.4076182270329825,0.2113109446334976,0.5089512092363233,0.0469340241353066,-0.0502758806669725,0.3571280243536633,-0.1491270565353184,0.5223728730721837,-0.1220878846953956,0.4750129643571603,-0.4518505168672084,0.3386542810207882,0.2461322794680576,0.1614796416218117,-0.1578961128838743,0.019091388790208,0.1862123072913847,-0.241580608390879,0.6661084433072573,-0.3687454800504656,0.4887727289315337,0.2941680679464689,-0.5834862684295024,0.4269002283111459,0.0352323893906658,-0.0347123622127979,-0.2603238656504464,-0.0441923793512215,-0.3200067984070224,-0.57537949471412,0.0394849469783288,-0.3394834805554378,0.3423458629884363,-0.0469296799013744,-0.0318380776514342,-0.2278009212855249,-0.4629429397805467,-0.0616802558700947,0.0329738272227456,-0.0720048854297266,-0.3469138222964328,-0.0680968617592093,0.2757089821286512,-0.1292277038062631,0.3627844830124459,0.3821909014120807,0.0042148532089331,0.0067358238477816,-0.1617378260591821,-0.3918808182429936,-0.1296975983978515,0.369358187643554,-0.4731194904449854,-0.5665844520519792,0.3333333333333333,0.9700000000000002,2.336666666666667,2.3474,mp-684029,5.061566557635441,-0.8252210797619031,1682.031668612094,P3m1,Trigonal,0.001862478682539,False,False,0.003986799999999,2.0,Cd14 I28,,,,,,,,,,,,,2.3474
10243,28.41854502692302,-3.057283709906632,-6.9935362943673365,0.8253924799175693,2.606596841597221,-0.3585845902834556,-0.601249161669483,-0.4323288463768824,-2.68484845667108,2.0446817486712536,-1.3671492256194706,1.5683586610488431,-1.0346073947406025,1.2215517622101344,-2.0749496130398657,1.310640072850688,0.9147197811815048,-1.8985416290808173,-0.7737243959915449,-1.019527194446181,-0.1407557967189462,0.0397514409219339,0.309347703952796,0.5910172208820145,-0.3164863153002834,-0.7342638035215235,1.1002461873052087,0.3281489034017371,-1.1396899114764407,-0.0872118014004235,-0.9217073231616912,-1.0959257223728198,-0.8931657679980245,0.3580324807846537,0.5728091485751408,0.3804461381392235,0.2151963971830181,-0.5414892378076926,-0.3992031038342412,-0.3239250855288028,-0.6077020023931607,-0.503389741301644,-0.1551641238371308,-1.0301366332776434,-0.0870714616607488,0.2657834882604611,0.4595881964571058,-0.9994776529167472,0.3185806527064976,0.0139761554400942,-0.8206597570109411,0.0464967330424608,-0.1898312246398363,-0.5471101522656415,0.3274644446540511,0.2991502814218061,0.0702997464484561,-0.1598278130141424,0.0727134774908411,-0.2940600306243802,0.6737075478713073,-0.2136198033493657,0.0442026771711209,0.2620301194235411,0.8138688571412376,0.5249800320265,-0.3911321557889022,0.5735654246484145,-0.9773701703037218,0.3785182555731011,0.3955836594522269,0.5186072502261867,0.0948279325493588,0.3054449195409556,-0.5033026264384913,0.1696640887662109,0.429216446519005,-0.0185271113713561,-0.0316615946611028,-0.2778203320924288,-0.1537413549734377,-0.435620168068774,-0.7012139640038221,-0.1762552283081251,-0.0746569935523955,0.0052975538509627,-0.8327885785563363,-0.0913496971787389,0.1632461843359307,-0.0801209012104994,0.2799249685664148,-0.0853541730263151,0.045411992806027,-0.1392159804219737,0.2169199188687464,-0.7320085492984003,0.4446654378795845,0.4492384083608679,0.2661148438121589,0.105353363577276,0.3,1.77,2.15,2.3695,mp-772141,4.932512224066239,-1.93744041775,1753.1354159673208,P2_1/c,Monoclinic,0.02537523375,False,False,0.0,3.0,Ba8 La4 I28,,,,,,,,,,,,,2.3695
10598,21.5584402671674,-5.109178034993102,-6.872023935322982,-0.4671597117398479,0.6497178902554718,1.6347932165542611,-1.9856174376715705,-2.8328439419450584,-2.1164954134606204,-0.9068207624523512,1.7779765367085991,0.5213909593694579,-0.0606890787039572,0.3883190160264325,-0.3009483094202527,1.83338087833124,0.9173264467749648,-0.3238710690138418,-0.9136592542861052,0.5077731446075061,-0.0636986176683413,0.4821958470340857,0.5014972996825818,0.2227615041314469,0.2456033902025552,-1.367815882137629,-0.2377762148141805,0.0080061600952955,0.9729752192054384,0.0854702317797175,-0.2640582881036454,-0.5104443146083943,-0.7097470970208029,0.4842205719428869,-0.2563588044225582,-1.1543344397871824,-0.6919461275740058,0.3252040767775104,-0.2873793989135167,0.2745725297648387,0.0468121622925659,-0.0761167645306351,-0.426409448537249,-0.7494078604467123,-1.3993184423458238,0.6628566508146227,-0.1390258197243269,0.8612183334719069,-0.4252865761256229,-0.2238960447979292,0.534344094319545,0.2661816529020336,-0.0280469091755809,-0.9296875084593376,0.3622256267784869,-0.1098155130658821,-0.3594581674508852,0.4749744260616593,-0.4144651942330273,0.1571999278576796,0.0460891849875004,0.995401116406373,0.0671716258868172,-0.4723416297573657,-0.0735592037867238,-0.5424236129316643,0.1386127186739442,-0.4349423058637084,0.193472842164384,0.2684356007408109,-0.482779787798713,0.0022542704082362,-0.5487536346674996,0.1800121602266626,-0.5753967693769432,-0.3994520747436142,-0.0395702623829204,0.0596879357166999,-0.0650126784594003,0.5215977086991187,-0.7084313443727724,-0.0836343849300542,0.0216374610689629,0.5732625268433755,-0.673916514986278,0.3138290566850062,-0.1307986501340911,0.4981969114252322,-0.411717165112867,-0.1457227914058918,0.1350675737455304,-0.4273602846155608,0.0899699178252032,0.0917613078798711,-0.2647722188253178,0.1918432326288053,0.3147361490062689,-0.0776527184822614,0.5216788518117325,-0.237623932925539,0.2857142857142857,1.81,2.922857142857143,2.3402,mp-25288,3.396645605813161,-2.275062694285715,355.6671851974434,Pnma,Orthorhombic,0.013959122857142,False,False,0.0,2.0,V8 O20,,,,,,,,,,,,,2.3402
10678,6.189919464762509,-9.518463767813715,5.948665894846005,1.82115310179312,-0.968003448566176,2.8477215004740897,-1.2270272380398266,-2.144640461144559,-1.889771396073617,-0.4439439326422905,-0.5348269267448749,0.7030020785341833,0.2812059929177204,2.924744868080269,1.528845678563415,4.546191762210587,-1.2339267349444485,0.843617739985957,-1.2450396496916358,-1.5915405326926573,0.3314788428528927,-0.0977414694174065,1.796666749043749,1.9543366375414968,-0.1127277547521432,-0.116822563389099,-0.2547117444830221,-0.617885135712178,-0.308657484761049,-1.1148330460765012,0.1931585917953509,0.1557424893517809,-0.6657898966110696,0.1207992706806792,-0.2032867392351389,-0.7878112439607122,-1.6283395116119477,0.0861404566387583,-0.5614162472669293,0.4764078633465715,0.3778554624289881,0.1778466454333257,0.0412528362857282,-1.7731777968093971,-0.8075412938696019,-1.3203757273137575,0.6507742309747391,-0.0890126054920762,0.5448648723428301,0.2441030459682048,0.6445342656263304,-0.2748189687894423,-0.1879406862705109,0.6074385674955088,-0.6737746716677333,-0.4648785967848571,-0.0184556685552519,0.5094899294209768,-1.3125897742819252,-0.2331691462060629,0.1842244483469488,-0.8234666731865045,-0.1376913677878772,0.1456883579740135,-0.614806320046154,0.5670717382892922,0.0978609197421062,1.026718619008774,-0.3265513186845146,-0.0700221875787067,-0.4119544349613289,0.1979677400950059,-0.4913300314832312,-0.4742561850058983,-0.0506473196702572,-0.4542532942613841,-0.0586431241350589,-0.0564325835302424,0.3460501216556448,0.3378955295030475,-0.0641791456772367,-0.7053202401385568,-0.4518729431541229,-0.1446090984280595,-0.4394784476061739,-0.7845964909699883,0.1335496137174014,-0.5414289414424777,0.5401117088788469,-0.0498120591174073,0.0855330171797138,0.1958903822090468,-0.0970063916256834,-0.2600518115554567,-0.0162042240800194,0.2853515874051666,0.0222635821733008,-0.0837170700172371,0.2555497451484806,-0.2384468232390636,0.0714285714285714,2.55,2.773571428571429,2.9946,mp-1214636,2.040649786845004,-1.125837158571428,643.9282217199614,P-1,Triclinic,0.479993744424596,False,True,3.9996162,4.0,Ba2 H4 S10 O12,,,,,,,,,,,,,2.9946
10758,26.781876958701503,-3.4992896948577394,-8.455790096114084,-1.866916550122964,0.1690854724733677,0.4342132423470637,-3.0987910805522683,-3.335863252993529,-1.578554721892169,-0.1671246725575444,0.0381918738214748,1.2066498622554924,-1.048759378495503,0.3082461766008281,-0.7426009837172516,1.2319057707637442,2.2989147272079844,-0.4492617537402844,-2.512131934923718,0.4042566896454611,-0.9455671493693836,1.885083099859622,-0.1846552834631512,0.0530107358409234,-1.507274893823924,-0.1009841811986592,-1.3420823315504538,1.451248432914583,-0.9612753263780524,-0.0950226820070156,-0.3322019862430848,-0.4627084867668686,0.2865987347056083,1.4732889118070052,0.6948880880428479,-0.7774755166605428,-0.8502875014011761,0.2018771168470673,-0.0500906509249156,0.552714848670779,-0.628489675599832,0.3104041198989373,0.8535410634495447,-0.3386595101539875,-0.9910299074915908,0.062661016232978,0.2180532367858359,-0.0960579206308592,0.3821289624919036,-0.8742142735247449,0.0570923494541159,0.3689299556122993,-0.2402922337200349,0.4347021111298735,-0.1107477075553598,1.1280235007497077,0.6050276893843524,-0.1379631712970826,-0.6363302425537473,0.4846729227448014,-0.5849653999249314,-0.2866903881128538,0.6447604319673937,-0.7270257067771865,-1.0198791204630673,-0.4974496831589749,-0.3383693878890457,0.6074081720530434,-0.7282182903514073,0.03939795417535,0.5934764491551112,0.3733537249458882,-0.3173067904314672,-0.0391847773450467,-0.5085492988404341,0.2112321375566624,0.04165142649602,-0.4645974005797479,0.5941244491680917,0.4212212601049422,-0.4897311113961832,0.0354858716470458,0.0759514837850845,0.4201049298039805,-0.01389166163217,-0.459851798896777,0.0266609476405847,0.4231821335619017,0.0827554680622626,0.0937819627315839,-0.4147617585638123,-0.6601978056426545,0.281387661715864,-0.1412944786198371,-0.0675778602641236,-0.1489881354045472,0.886280335098217,0.3439255179331035,-0.1601468534047977,0.1208587948790639,0.2,2.35,3.402,2.8355,mp-760178,3.077440679509625,-2.661592624,267.495978880753,P2_1/c,Monoclinic,0.051060099499999,False,False,0.0,3.0,V4 O4 F12,,,,,,,,,,,,,2.8355
11069,22.601118323298262,-5.0839991109532,-8.633468236800773,-0.0134972638563932,1.3670087730198233,0.6291929751567941,-1.6393526378687773,-1.273174647718165,-1.3966172710471838,-0.0571891323331513,1.0870444634882284,1.7454109452065865,0.9433874318638176,1.605428931859277,-1.4899501408912714,1.906350070881148,0.3212090701687623,0.2771733306090804,-0.4437032621668293,-0.7984914264807855,0.0925731218320482,0.4787186602866288,0.3591824247610246,-0.1184538743860384,-0.4978225262243241,-0.7329063108166992,0.0041208339623808,-0.005569955712643,0.8830983171155228,0.4540670292623897,0.012331467608779,-0.4557567930516524,-0.6745704110093608,0.0736814997585865,-0.4444034427026571,-0.5169450145379413,-0.1912156167193265,-0.1877053506447171,-0.2648965284241066,0.1682686336584424,-0.0641604714551548,0.2826950923614937,-0.7648883360648198,-0.8876262109057248,-0.4475566926411751,0.4075072009493764,0.415424424128419,0.1819039384028133,0.5156553026795617,0.0147627315317935,-0.0964828895113444,0.3425882199554997,-0.1529875485686537,0.5037927606132224,-0.1110399060186546,0.538383566024642,-0.4141818591768971,0.3389074362243991,0.2581016243875057,0.2388781636589331,-0.1629127352273835,-0.0048282832794509,0.1286035015136052,-0.2466595712585114,0.65754530358231,-0.3177206932806166,0.4648902253791258,0.2702874447158595,-0.6083948629883151,0.450048109544739,0.0896611438505521,-0.0076481299727985,-0.2875575689391562,-0.085092955527771,-0.3066416292897025,-0.5940997042829621,0.0306115851246468,-0.3627296041115195,0.3061474940740502,-0.0956966126346981,-0.0757929287517433,-0.3014816678866283,-0.4807049846640089,-0.0048458731377601,-0.0028562969298528,-0.0615930960067687,-0.3482682498793716,-0.0270642796485597,0.315701086821999,-0.0945145874622116,0.3174958880604831,0.3809773373063669,0.024072750828746,0.0368762642736468,-0.1819855873175598,-0.4397103571173666,-0.1206809043390034,0.3987016934367186,-0.50334678060914,-0.5366648057574821,0.3333333333333333,0.9700000000000002,2.3366666666666664,2.4228,mp-571567,5.332092797337873,-0.8268079102500001,912.39599977183,P3m1,Trigonal,0.000275648194442,False,False,0.0,2.0,Cd8 I16,,,,,,,,,,,,,2.4228
12093,22.422616088533104,-5.178438044047772,-8.762545992538836,0.0463175810358236,1.2705927773627077,0.7751421169099673,-1.7170174750899343,-1.383035433922743,-1.4997231434503664,0.0344625327935236,1.0977702593064975,1.6400963952039702,0.8505749648695647,1.624132735006103,-1.4537276041843143,1.7541747368534686,0.332782143736062,0.2842288023592096,-0.4831219201614659,-0.7724403946775967,0.0528129484311468,0.4988443579833224,0.3897812713654188,-0.2835799847040509,-0.4251071584683795,-0.669369115695611,0.0639987906422787,-0.0887905722438163,1.0419257233516288,0.5680336728785896,0.0886785688282291,-0.3898620056685825,-0.6828104583879928,-0.0017181056301529,-0.5062262173626002,-0.4876950301970083,-0.0208036450614852,-0.2109188281285404,-0.1700567128216004,0.0428102099428706,-0.1880981417829805,0.2289306483050163,-0.7482636275103308,-0.8110141050457492,-0.5785356922656449,0.3550962680095814,0.4632446541020742,0.2437557969574326,0.4511733182929253,-0.1514256356278319,0.0560663379370579,0.3050102877731612,-0.1010626066099545,0.4443284786072828,-0.0634643244262897,0.5263612283821733,-0.4351329060694854,0.434613652204987,0.240686177995926,0.1407620573272435,-0.1659497913544111,0.0041347399445814,0.1414679895441583,-0.2943437789148401,0.5640202641923201,-0.3601202360673592,0.483514185901375,0.1838574742367146,-0.5742257427548445,0.5409727286400298,-0.0080706235630219,-0.0257022381930163,-0.1867501436353988,-0.1807089994459844,-0.3952293462498747,-0.6264418457748715,0.1140909522303308,-0.2845240885211118,0.3427817191730096,-0.1672929700368625,0.0106867084536758,-0.3108344891388903,-0.4982178462869358,-0.081615286384891,0.0071161003927148,0.0744680550197566,-0.4762330546844774,-0.0032648150186102,0.3653467933344385,-0.0900175903993568,0.4316665625279769,0.439910452801662,-0.046495413828734,0.0461059458825642,-0.1982471683303592,-0.4567714732136989,-0.0373491543267207,0.3391913918198266,-0.4537688831120539,-0.5816253421865182,0.3333333333333333,0.9700000000000002,2.336666666666667,2.3821,mp-570671,5.281504897831505,-0.8270495251111091,690.8514097043735,P3m1,Trigonal,3.403333333373837e-05,False,False,0.0,2.0,Cd6 I12,,,,,,,,,,,,,2.3821
13052,22.543222944509075,-5.129125977982746,-8.602344081930982,-0.0163900543008536,1.3324966152144349,0.6494256391490383,-1.566565896064786,-1.3465533460461132,-1.3789202920948658,-0.0493910167749471,1.1269211523707248,1.7565696107636843,0.9128166198932682,1.5371670254456582,-1.4408166405158875,1.9728391183617005,0.3485495482939083,0.203629629203276,-0.4207487174290623,-0.7285942105652718,0.0496299322552606,0.5216740802244266,0.3721489411112087,-0.1634883606836776,-0.466691326336545,-0.7383458002269666,0.0167772242544129,-0.0271826923864095,0.945486604461796,0.4298951675302481,0.0450199277643191,-0.4333315626472743,-0.7309281033237163,0.1337050028527269,-0.4953619532986463,-0.4870386509204129,-0.1489579975312408,-0.1990673690176046,-0.269432517247307,0.1174912225638052,-0.0588453780791287,0.3111836628107512,-0.7865194846013175,-0.91490520542966,-0.5038545746675899,0.4017769651382998,0.4198818894481563,0.1879671995763649,0.5111225512773107,-0.0110105267214142,-0.0419923971584688,0.3680533330698144,-0.1883356147931561,0.5025431586978821,-0.1109085110379469,0.52242579140635,-0.3921133740867323,0.3600058685491513,0.3180600830998608,0.2319027174421847,-0.1301118783411433,0.0071188312288267,0.158867320200591,-0.2520478974778604,0.6211865478261135,-0.2880453782992653,0.4238227246646328,0.3155872517517115,-0.5858978666565846,0.455285529777334,0.0749151679020135,-0.0197265005169748,-0.2998984000656147,-0.0794804754403054,-0.3594577186040792,-0.5803160386426045,0.0230877925052148,-0.3371433743498668,0.304928735988052,-0.1085702411350278,-0.0595764327934188,-0.2564481495560525,-0.4878312848501545,-0.0396234410271986,-0.0384007075581631,-0.0300478286176484,-0.3450955027003763,-0.0402624107973076,0.3244042220442653,-0.1139353415556673,0.3129437327066896,0.3915700729262472,0.0035555213468317,0.0792459331472531,-0.1858166976475099,-0.4039817081951331,-0.0924295027129748,0.3877573469237124,-0.4992986924869086,-0.5609890627628937,0.3333333333333333,0.9700000000000002,2.336666666666667,2.3696,mp-570695,5.291405577808386,-0.8270151089999971,689.5587666403554,P3m1,Trigonal,6.844944444583945e-05,False,False,0.0,2.0,Cd6 I12,,,,,,,,,,,,,2.3696
